file_name,caption
000000467646.jpeg,A beach lined with lots of umbrellas and lawn chairs.
000000431947.jpeg,A beach lined with lawn chairs and umbrella.
000000562063.jpeg,A few vintage ladies pose for the camera at the beach.
000000493702.jpeg,A calm ocean view on a clear day day
000000546010.jpeg,Explosives professional encountering suspicious package on city roadway intersection.
000000320963.jpeg,A bag of luggage sitting on top of a train with blue seats.
000000539705.jpeg,The boats are sailing through the water near a forest. 
000000501694.jpeg,A pair of boats are beached in front of a mountain range.
000000087210.jpeg,A boat sailing on top of a lake beneath snow covered mountains.
000000452251.jpeg,Colorful boats parked at a boatyard near lake houses.
000000520063.jpeg,A busy city street with several unattended bicycles lining the road.
000000256474.jpeg,Patio furniture set to look out over the ocean.
000000303213.jpeg,Several beach umbrellas and beach chairs in the sand on a beach near the ocean. 
000000115374.jpeg,A beach with lots of beach chairs and umbrellas set up.
000000016857.jpeg,"A view of a boat with a flag on it, another boat and the land across the body of water. "
000000547318.jpeg,A bunch of fishing boats docked in a city canal.
000000175256.jpeg,A row boat on a rocky beach with a lighthouse in the distance.
000000076111.jpeg,A multi-colored umbrella provides shade for a beach chair.
000000380632.jpeg,A baby is staring at the viewer with a large bow tie on its chest.
000000385929.jpeg,There are four small boats on the beach.
000000568330.jpeg,A long barge is traveling in the sea far from a beach. 
000000187200.jpeg,A marine filled with lots of boats under a cloudy blue sky.
000000109050.jpeg,Sailors on a zodiac boat in the ocean.
000000413923.jpeg,The city street is busy with pedestrian and vehicular traffic
000000526825.jpeg,a speedboat with an american flag coming up to big city.
000000311616.jpeg,There are a bunch of colorful umbrellas on the beach.
000000543310.jpeg,there are several sail boats on a lake
000000093356.jpeg,Tables with chairs and umbrellas are near benches on the beach.
000000101892.jpeg,A beach umbrella stands set up near the ocean.
000000246335.jpeg,A white boat sailing in the ocean near tall buildings.
000000216462.jpeg,A large vehicle driving  down the beach in the sand.
000000275372.jpeg,A crowded harbor with sailboats under a cloudy sky.
000000358088.jpeg,A large boat sits in the water under a cloudy sky.
000000448812.jpeg,Several boats are out on the water and there is a valley behind the water.
000000362152.jpeg,Boats on a river across from an urban metropolis and a mountain range beyond.
000000055484.jpeg,Small sailboats in a race in the ocean.
000000297667.jpeg,this is a sculpture of a seal with a hat
000000038747.jpeg,A group of travelers are searching for their belongings.
000000335415.jpeg,Beach umbrellas made of straw with the ocean in the background.
000000319005.jpeg,A view of buildings and cars on the street from under a rainbow colored umbrella.
000000225325.jpeg,a marina with lots of boats and houses across the lake
000000108722.jpeg,A group of large boats is parts at a city marina.
000000375802.jpeg,a number of lawn chairs and umbrellas on a beach
000000352709.jpeg,Four camera views are possibilities for a final picture.
000000560396.jpeg,A beach covered with lots of brown umbrellas.
000000275977.jpeg,"umbrellas, trees and a hut line a sandy beach"
000000497633.jpeg,Boats out to the sea from the point of view of harbor
000000036618.jpeg,Foldable chair on beach near the ocean with strong breeze.
000000239866.jpeg,Boats are docked in the water near a city. 
000000319626.jpeg,kite flying high on a cloudy day under blue skies
000000409192.jpeg,A view of a bunch of luggage in a black and white photo.
000000466480.jpeg,A boat called Frances on a grassy bank near a cottage.
000000322905.jpeg,Eight. Underneath on Ambarella in the forest parrot
000000039321.jpeg,A bunch of street vendors along a city street at night.
000000448013.jpeg,A fishing trawler docked in in city marina
000000064948.jpeg,A family sitting together on the beach 
000000315555.jpeg,A group of puppies riding on a raft in the ocean
000000217108.jpeg,A backpack and hiking gear is on the edge of a cliff. 
000000557308.jpeg,The ocean liner is making a recreational trip.
000000204461.jpeg,Boats at water's edge and clouds reflected in a body of water.
000000235813.jpeg,Boats are sitting on the still water of the lake.
000000519713.jpeg,A boat with it's light on in the water on a cloudy day.
000000572765.jpeg,A view of several boats that have washed ashore. 
000000272924.jpeg,a few boats that are out in the lake
000000111635.jpeg,Sunbathers enjoying the beach near the ocean with sun out
000000448253.jpeg,A barge floating down a river towards a city.
000000527937.jpeg,An empty chair sitting in front of a lake.
000000444082.jpeg,A view of a bunch of luggage stacked on top of each other.
000000395340.jpeg,An old traditional pirate ship in modern city
000000381990.jpeg,Several kayaks sitting on the shore of a beach.
000000079333.jpeg,During the night while it is raining on a city street there are cars in a pipe
000000271469.jpeg,A coastal shipping dock with a house on a hill in the background.  
000000476268.jpeg,A row of chairs and umbrellas on a beach.
000000451909.jpeg,A closeup view of a tie with a donkey on it.
000000038402.jpeg,A view of a beach with a crowd of pep ole on it.
000000569154.jpeg,A small boat riding through the ocean by a cruise ship.
000000446827.jpeg,A rainbow colored motor car in an Asian city
000000196035.jpeg,Pedestrian and scooter traffic on a wide boulevard in a city
000000403307.jpeg,A beach with beach goers and palm trees.
000000404612.jpeg,Some cabanas on beach near a lake in the summer
000000235925.jpeg,Cabanas with ocean far in distance infinite 
000000242981.jpeg,A baby is looking at the viewer as they stand next to a suitcase. 
000000045593.jpeg,A city street with a white van moving down the street 
000000036728.jpeg,A group of boats lie beached in front of a castle.
000000320144.jpeg,A boat on the water as seen from a hill over looking a grassy field and the water.
000000293851.jpeg,A nighttime view of a marina filled with boats.
000000346435.jpeg,A row of boats in a harbor with mountains in the background.
000000335775.jpeg,A boat floating in the middle of a calm lake.
000000217433.jpeg,A rooftop restaurant and bar seating area with parasols.
000000434045.jpeg,Umbrellas and seats are placed along the swimming pool.
000000265612.jpeg,A view of a pink lighting hanging from a tree.
000000516535.jpeg,A recreational area sits on a beach by the ocean.
000000402759.jpeg,A group of tables and umbrellas at a reception by the ocean.
000000261887.jpeg,Boats are anchored in a bay under cloudy skies.
000000099519.jpeg,Red and white tug boat moored at seawall.
000000452439.jpeg,"A fishing boat at sea, lit up at night."
000000257813.jpeg,A group of boats floating near the beach.
000000050161.jpeg,Pedestrians with luggage on wet city street in a business district.
000000553130.jpeg,A rock platform jetting out into the sea.
000000384857.jpeg,A tent is set up near a lake and campers.
000000387809.jpeg,A beach with blue and red umbrellas and yellow trashcans.
000000156135.jpeg,Some open umbrellas sit next to a fence on a cloudy grey day.
000000250106.jpeg,A waterview with multiple boats in the water.  
000000202667.jpeg,A long line of row boats sitting in a lake.
000000202070.jpeg,A vehicle is in the water facing toward a beach.
000000261251.jpeg,A small boat that is floating in the lake near a bunch of trees 
000000122356.jpeg,a big boat that is floating on a lake
000000510147.jpeg,A boat is in the water at a beach.
000000122682.jpeg,A water ski angled up over the water of a lake.
000000111823.jpeg,Father and daughter flying a kite on an ocean beach.
000000230104.jpeg,A gray and black colt in a fern forest.
000000523262.jpeg,Group posing for a photo on a ski hill.
000000551357.jpeg,A dry grass field with lots of trees surrounded by  mountains.
000000437981.jpeg,Beach-goers sit in their bathing suits on the beach.
000000204422.jpeg,A group of friends are standing on their snow boards and skis smiling 
000000384852.jpeg,There is a mountain in the distance past a field
000000028930.jpeg,Pandas chill out in the branches of a tree.
000000294877.jpeg,This is a black and white photograph of a grassy landscape with foothills in the background.
000000047725.jpeg,A skiier is pictured in well-trampled snow with a nearby large snowball.
000000359133.jpeg,A view of a cemetery from afar with a car driving away
000000425437.jpeg,A pony grazes on an open field with a mountain in the distance.
000000554943.jpeg,A pitcher winds up to pitch a baseball at a waiting batter during a baseball game.
000000215341.jpeg,A group of frinds posing for a picture on a sandy beach.
000000104282.jpeg,White truck with snow ski's in the back of the truck.
000000312479.jpeg,A pony runs facing the wind in a field. 
000000404214.jpeg,THERE ARE HORESE WALKING TOGETHER ON THE BEACH
000000125898.jpeg,A pony grazing on grass in front of a lighthouse.
000000356851.jpeg,Snow covered railroad tracks set against a mountain scene.
000000401707.jpeg,Lady in ski gear on the snowy slopes
000000410236.jpeg,Nature scene with running stream and forest in background.
000000238256.jpeg,Baseball player kicking up sand sliding into a base. 
000000398071.jpeg,A picture of some sand and some water.
000000474725.jpeg,The animated character is on the beach surfing.
000000443964.jpeg,a water boarder gets pull through a calm lake
000000518124.jpeg,Four friends on a sandy beach playing frisbee.
000000235981.jpeg,A large donkey standing in the middle of a grassy field.
000000472880.jpeg,Livestock grazing atop a hill under a blue sky.
000000339074.jpeg,An old historic photo shows carriages in the city street.
000000167671.jpeg,A folding camp chair sits in the sand at a party.
000000167956.jpeg,landscape of water with mountains on the horizon and a cloud filled sky
000000048047.jpeg,A hiker in a forest stops on the trail.
000000369472.jpeg,A baseball pitcher winds up to throw a ball.
000000369038.jpeg,A skiier swerving around path markers on a snowy slope.
000000491665.jpeg,A lady playing with a Frisbee on a beach.
000000210849.jpeg,An old photo of city life back in the day.
000000321851.jpeg,A right hand holding a blue frisbee in a park filled with grass and trees.
000000575648.jpeg,An old black and white photo of a city street.
000000413929.jpeg,A crowded city street surrounded by tall buildings.
000000418429.jpeg,A vintage photograph of city with electricity poles in the middle of the street.
000000072947.jpeg,An ultimate frisbee league at play at a city park
000000545409.jpeg,A close up view of  black high heels.
000000382714.jpeg,a camel walking on a beach towards the water
000000462197.jpeg,lady's in bathing suits playing frisbee on the beach
